Feature,Test Case,Pass,Fail,NA,Comment,Measurement Name,Value,Unit,Target,Failure
Feature 0,Testcase 0,0,0,1,comment
Feature 0,Testcase 1,0,1,0,comment
Feature 0,Testcase 2,0,1,0,comment
Feature 0,Testcase 3,0,1,0,comment
Feature 0,Testcase 4,0,0,1,comment
Feature 0,Testcase 5,1,0,0,comment
Feature 0,Testcase 6,0,0,1,comment
Feature 0,Testcase 7,0,1,0,comment
Feature 0,Testcase 8,0,0,1,comment
Feature 0,Testcase 9,0,1,0,comment
Feature 0,Testcase 10,1,0,0,comment
Feature 0,Testcase 11,1,0,0,comment
Feature 0,Testcase 12,0,0,1,comment
Feature 0,Testcase 13,1,0,0,comment
Feature 0,Testcase 14,1,0,0,comment
Feature 0,Testcase 15,0,0,1,comment
Feature 0,Testcase 16,0,1,0,comment
Feature 0,Testcase 17,1,0,0,comment
Feature 0,Testcase 18,1,0,0,comment
Feature 0,Testcase 19,0,1,0,comment
Feature 0,Testcase 20,1,0,0,comment
Feature 0,Testcase 21,1,0,0,comment
Feature 0,Testcase 22,1,0,0,comment
Feature 0,Testcase 23,0,0,1,comment
Feature 0,Testcase 24,0,0,1,comment
Feature 0,Testcase 25,0,0,1,comment
Feature 0,Testcase 26,0,1,0,comment
Feature 0,Testcase 27,1,0,0,comment
Feature 0,Testcase 28,1,0,0,comment
Feature 0,Testcase 29,0,1,0,comment
Feature 0,Testcase 30,0,1,0,comment
Feature 0,Testcase 31,0,1,0,comment
Feature 0,Testcase 32,0,0,1,comment
Feature 0,Testcase 33,0,1,0,comment
Feature 0,Testcase 34,0,0,1,comment
Feature 0,Testcase 35,0,1,0,comment
Feature 0,Testcase 36,0,0,1,comment
Feature 0,Testcase 37,1,0,0,comment
Feature 0,Testcase 38,1,0,0,comment
Feature 0,Testcase 39,1,0,0,comment
Feature 0,Testcase 40,0,0,1,comment
Feature 0,Testcase 41,1,0,0,comment
Feature 0,Testcase 42,0,0,1,comment
Feature 0,Testcase 43,0,1,0,comment
Feature 0,Testcase 44,0,0,1,comment
Feature 0,Testcase 45,1,0,0,comment
Feature 0,Testcase 46,0,0,1,comment
Feature 0,Testcase 47,0,1,0,comment
Feature 0,Testcase 48,0,0,1,comment
Feature 0,Testcase 49,0,1,0,comment
Feature 0,Testcase 50,0,0,1,comment
Feature 0,Testcase 51,0,0,1,comment
Feature 0,Testcase 52,0,0,1,comment
Feature 0,Testcase 53,0,1,0,comment
Feature 0,Testcase 54,1,0,0,comment
Feature 0,Testcase 55,0,1,0,comment
Feature 0,Testcase 56,0,1,0,comment
Feature 0,Testcase 57,0,1,0,comment
Feature 0,Testcase 58,0,1,0,comment
Feature 0,Testcase 59,0,1,0,comment
Feature 0,Testcase 60,0,1,0,comment
Feature 0,Testcase 61,1,0,0,comment
Feature 0,Testcase 62,0,1,0,comment
Feature 0,Testcase 63,1,0,0,comment
Feature 0,Testcase 64,0,1,0,comment
Feature 0,Testcase 65,1,0,0,comment
Feature 0,Testcase 66,1,0,0,comment
Feature 0,Testcase 67,1,0,0,comment
Feature 0,Testcase 68,1,0,0,comment
Feature 0,Testcase 69,1,0,0,comment
Feature 0,Testcase 70,0,1,0,comment
Feature 0,Testcase 71,0,1,0,comment
Feature 0,Testcase 72,0,0,1,comment
Feature 0,Testcase 73,1,0,0,comment
Feature 0,Testcase 74,1,0,0,comment
Feature 0,Testcase 75,0,1,0,comment
Feature 0,Testcase 76,0,1,0,comment
Feature 0,Testcase 77,0,1,0,comment
Feature 0,Testcase 78,1,0,0,comment
Feature 0,Testcase 79,0,1,0,comment
Feature 0,Testcase 80,0,1,0,comment
Feature 0,Testcase 81,1,0,0,comment
Feature 0,Testcase 82,0,0,1,comment
Feature 0,Testcase 83,0,0,1,comment
Feature 0,Testcase 84,0,0,1,comment
Feature 0,Testcase 85,0,1,0,comment
Feature 0,Testcase 86,0,1,0,comment
Feature 0,Testcase 87,0,0,1,comment
Feature 0,Testcase 88,1,0,0,comment
Feature 0,Testcase 89,0,0,1,comment
Feature 0,Testcase 90,0,0,1,comment
Feature 0,Testcase 91,0,1,0,comment
Feature 0,Testcase 92,0,0,1,comment
Feature 0,Testcase 93,0,0,1,comment
Feature 0,Testcase 94,0,1,0,comment
Feature 0,Testcase 95,0,0,1,comment
Feature 0,Testcase 96,0,1,0,comment
Feature 0,Testcase 97,0,0,1,comment
Feature 0,Testcase 98,1,0,0,comment
Feature 0,Testcase 99,0,1,0,comment
Feature 0,Testcase 100,1,0,0,comment
Feature 0,Testcase 101,1,0,0,comment
Feature 0,Testcase 102,0,0,1,comment
Feature 0,Testcase 103,0,1,0,comment
Feature 0,Testcase 104,0,1,0,comment
Feature 0,Testcase 105,0,0,1,comment
Feature 0,Testcase 106,1,0,0,comment
Feature 0,Testcase 107,1,0,0,comment
Feature 0,Testcase 108,1,0,0,comment
Feature 0,Testcase 109,0,0,1,comment
Feature 0,Testcase 110,1,0,0,comment
Feature 0,Testcase 111,0,0,1,comment
Feature 0,Testcase 112,0,1,0,comment
Feature 0,Testcase 113,0,1,0,comment
Feature 0,Testcase 114,1,0,0,comment
Feature 0,Testcase 115,0,1,0,comment
Feature 0,Testcase 116,0,1,0,comment
Feature 0,Testcase 117,0,0,1,comment
Feature 0,Testcase 118,0,0,1,comment
Feature 0,Testcase 119,1,0,0,comment
Feature 0,Testcase 120,0,1,0,comment
Feature 0,Testcase 121,0,0,1,comment
Feature 0,Testcase 122,1,0,0,comment
Feature 0,Testcase 123,0,0,1,comment
Feature 0,Testcase 124,0,1,0,comment
Feature 0,Testcase 125,1,0,0,comment
Feature 0,Testcase 126,1,0,0,comment
