Feature,Test Case,Pass,Fail,NA,Comment,Measurement Name,Value,Unit,Target,Failure
Feature 0,Testcase 0,0,1,0,comment
Feature 0,Testcase 1,0,0,1,comment
Feature 0,Testcase 2,0,1,0,comment
Feature 0,Testcase 3,0,1,0,comment
Feature 0,Testcase 4,0,0,1,comment
Feature 0,Testcase 5,0,0,1,comment
Feature 0,Testcase 6,0,0,1,comment
Feature 0,Testcase 7,1,0,0,comment
Feature 0,Testcase 8,0,0,1,comment
Feature 0,Testcase 9,0,0,1,comment
Feature 0,Testcase 10,0,0,1,comment
Feature 0,Testcase 11,0,0,1,comment
Feature 0,Testcase 12,1,0,0,comment
Feature 0,Testcase 13,0,0,1,comment
Feature 0,Testcase 14,0,1,0,comment
Feature 0,Testcase 15,0,1,0,comment
Feature 0,Testcase 16,0,0,1,comment
Feature 0,Testcase 17,1,0,0,comment
Feature 0,Testcase 18,0,1,0,comment
Feature 0,Testcase 19,1,0,0,comment
Feature 0,Testcase 20,1,0,0,comment
Feature 0,Testcase 21,0,1,0,comment
Feature 0,Testcase 22,1,0,0,comment
Feature 0,Testcase 23,1,0,0,comment
Feature 0,Testcase 24,1,0,0,comment
Feature 0,Testcase 25,1,0,0,comment
Feature 0,Testcase 26,0,1,0,comment
Feature 0,Testcase 27,0,1,0,comment
Feature 0,Testcase 28,0,0,1,comment
Feature 0,Testcase 29,0,1,0,comment
Feature 0,Testcase 30,0,1,0,comment
Feature 0,Testcase 31,0,0,1,comment
Feature 0,Testcase 32,1,0,0,comment
Feature 0,Testcase 33,0,0,1,comment
Feature 0,Testcase 34,1,0,0,comment
Feature 0,Testcase 35,0,0,1,comment
Feature 0,Testcase 36,0,1,0,comment
Feature 0,Testcase 37,1,0,0,comment
Feature 0,Testcase 38,0,0,1,comment
Feature 0,Testcase 39,0,1,0,comment
Feature 0,Testcase 40,1,0,0,comment
Feature 0,Testcase 41,0,1,0,comment
Feature 0,Testcase 42,1,0,0,comment
Feature 0,Testcase 43,0,0,1,comment
Feature 0,Testcase 44,0,1,0,comment
Feature 0,Testcase 45,0,1,0,comment
Feature 0,Testcase 46,0,1,0,comment
Feature 0,Testcase 47,0,1,0,comment
Feature 0,Testcase 48,0,0,1,comment
Feature 0,Testcase 49,0,0,1,comment
Feature 0,Testcase 50,1,0,0,comment
Feature 0,Testcase 51,1,0,0,comment
Feature 0,Testcase 52,0,1,0,comment
Feature 0,Testcase 53,0,0,1,comment
Feature 0,Testcase 54,1,0,0,comment
Feature 0,Testcase 55,0,1,0,comment
Feature 0,Testcase 56,0,1,0,comment
Feature 0,Testcase 57,1,0,0,comment
Feature 0,Testcase 58,0,0,1,comment
Feature 0,Testcase 59,1,0,0,comment
Feature 0,Testcase 60,0,1,0,comment
Feature 0,Testcase 61,1,0,0,comment
Feature 0,Testcase 62,1,0,0,comment
Feature 0,Testcase 63,0,1,0,comment
Feature 0,Testcase 64,1,0,0,comment
Feature 0,Testcase 65,1,0,0,comment
Feature 0,Testcase 66,0,1,0,comment
Feature 0,Testcase 67,0,1,0,comment
Feature 0,Testcase 68,0,1,0,comment
