Feature,Test Case,Pass,Fail,NA,Comment,Measurement Name,Value,Unit,Target,Failure
Feature 0,Testcase 0,1,0,0,comment
Feature 0,Testcase 1,0,1,0,comment
Feature 0,Testcase 2,0,1,0,comment
Feature 0,Testcase 3,0,0,1,comment
Feature 0,Testcase 4,1,0,0,comment
Feature 0,Testcase 5,1,0,0,comment
Feature 0,Testcase 6,1,0,0,comment
Feature 0,Testcase 7,0,1,0,comment
Feature 0,Testcase 8,0,0,1,comment
Feature 0,Testcase 9,0,1,0,comment
Feature 1,Testcase 0,0,0,1,comment
Feature 1,Testcase 1,0,1,0,comment
Feature 1,Testcase 2,1,0,0,comment
Feature 1,Testcase 3,1,0,0,comment
Feature 1,Testcase 4,0,1,0,comment
Feature 1,Testcase 5,1,0,0,comment
Feature 1,Testcase 6,0,1,0,comment
Feature 1,Testcase 7,1,0,0,comment
Feature 1,Testcase 8,0,1,0,comment
Feature 1,Testcase 9,1,0,0,comment
Feature 2,Testcase 0,0,1,0,comment
Feature 2,Testcase 1,0,0,1,comment
Feature 2,Testcase 2,1,0,0,comment
Feature 2,Testcase 3,1,0,0,comment
Feature 2,Testcase 4,0,1,0,comment
Feature 2,Testcase 5,0,0,1,comment
Feature 2,Testcase 6,0,0,1,comment
Feature 2,Testcase 7,0,1,0,comment
Feature 2,Testcase 8,0,1,0,comment
Feature 2,Testcase 9,1,0,0,comment
Feature 3,Testcase 0,0,1,0,comment
Feature 3,Testcase 1,0,0,1,comment
Feature 3,Testcase 2,0,1,0,comment
Feature 3,Testcase 3,0,0,1,comment
Feature 3,Testcase 4,1,0,0,comment
Feature 3,Testcase 5,0,1,0,comment
Feature 3,Testcase 6,0,0,1,comment
Feature 3,Testcase 7,1,0,0,comment
Feature 3,Testcase 8,1,0,0,comment
Feature 3,Testcase 9,0,1,0,comment
Feature 4,Testcase 0,0,1,0,comment
Feature 4,Testcase 1,0,1,0,comment
Feature 4,Testcase 2,1,0,0,comment
Feature 4,Testcase 3,1,0,0,comment
Feature 4,Testcase 4,1,0,0,comment
Feature 4,Testcase 5,1,0,0,comment
Feature 4,Testcase 6,0,1,0,comment
Feature 4,Testcase 7,0,1,0,comment
Feature 4,Testcase 8,0,0,1,comment
Feature 4,Testcase 9,0,1,0,comment
Feature 5,Testcase 0,0,0,1,comment
Feature 5,Testcase 1,0,1,0,comment
Feature 5,Testcase 2,0,1,0,comment
Feature 5,Testcase 3,0,0,1,comment
Feature 5,Testcase 4,0,0,1,comment
Feature 5,Testcase 5,0,1,0,comment
Feature 5,Testcase 6,1,0,0,comment
Feature 5,Testcase 7,0,0,1,comment
Feature 5,Testcase 8,0,1,0,comment
Feature 5,Testcase 9,0,1,0,comment
Feature 6,Testcase 0,1,0,0,comment
Feature 6,Testcase 1,0,1,0,comment
Feature 6,Testcase 2,0,1,0,comment
Feature 6,Testcase 3,0,0,1,comment
Feature 6,Testcase 4,0,0,1,comment
Feature 6,Testcase 5,0,1,0,comment
Feature 6,Testcase 6,0,0,1,comment
Feature 6,Testcase 7,1,0,0,comment
Feature 6,Testcase 8,1,0,0,comment
Feature 6,Testcase 9,0,0,1,comment
Feature 7,Testcase 0,0,0,1,comment
Feature 7,Testcase 1,1,0,0,comment
Feature 7,Testcase 2,0,0,1,comment
Feature 7,Testcase 3,0,0,1,comment
Feature 7,Testcase 4,0,0,1,comment
Feature 7,Testcase 5,1,0,0,comment
Feature 7,Testcase 6,0,0,1,comment
Feature 7,Testcase 7,0,0,1,comment
Feature 7,Testcase 8,1,0,0,comment
Feature 7,Testcase 9,0,0,1,comment
Feature 8,Testcase 0,0,0,1,comment
Feature 8,Testcase 1,0,1,0,comment
Feature 8,Testcase 2,0,0,1,comment
Feature 8,Testcase 3,1,0,0,comment
Feature 8,Testcase 4,0,1,0,comment
Feature 8,Testcase 5,0,1,0,comment
Feature 8,Testcase 6,0,0,1,comment
Feature 8,Testcase 7,0,1,0,comment
Feature 8,Testcase 8,0,1,0,comment
Feature 8,Testcase 9,0,0,1,comment
Feature 9,Testcase 0,0,1,0,comment
Feature 9,Testcase 1,1,0,0,comment
Feature 9,Testcase 2,0,0,1,comment
Feature 9,Testcase 3,1,0,0,comment
Feature 9,Testcase 4,0,1,0,comment
Feature 9,Testcase 5,0,0,1,comment
Feature 9,Testcase 6,0,0,1,comment
Feature 9,Testcase 7,0,1,0,comment
Feature 9,Testcase 8,0,0,1,comment
Feature 9,Testcase 9,0,1,0,comment
