Feature,Test Case,Pass,Fail,NA,Comment,Measurement Name,Value,Unit,Target,Failure
Feature 0,Testcase 0,0,0,1,comment
Feature 0,Testcase 1,0,1,0,comment
Feature 0,Testcase 2,0,0,1,comment
Feature 0,Testcase 3,1,0,0,comment
Feature 0,Testcase 4,0,1,0,comment
Feature 0,Testcase 5,0,1,0,comment
Feature 0,Testcase 6,1,0,0,comment
Feature 0,Testcase 7,0,0,1,comment
Feature 0,Testcase 8,0,0,1,comment
Feature 0,Testcase 9,1,0,0,comment
Feature 0,Testcase 10,0,1,0,comment
Feature 0,Testcase 11,0,0,1,comment
Feature 0,Testcase 12,0,1,0,comment
Feature 0,Testcase 13,1,0,0,comment
Feature 0,Testcase 14,0,1,0,comment
Feature 0,Testcase 15,0,0,1,comment
Feature 0,Testcase 16,0,0,1,comment
Feature 0,Testcase 17,0,1,0,comment
Feature 0,Testcase 18,0,0,1,comment
Feature 0,Testcase 19,0,0,1,comment
Feature 0,Testcase 20,0,0,1,comment
Feature 0,Testcase 21,1,0,0,comment
Feature 0,Testcase 22,1,0,0,comment
Feature 0,Testcase 23,0,0,1,comment
Feature 0,Testcase 24,0,0,1,comment
Feature 0,Testcase 25,0,0,1,comment
Feature 0,Testcase 26,1,0,0,comment
Feature 0,Testcase 27,0,0,1,comment
Feature 0,Testcase 28,0,0,1,comment
Feature 0,Testcase 29,0,0,1,comment
Feature 0,Testcase 30,0,1,0,comment
Feature 0,Testcase 31,1,0,0,comment
Feature 0,Testcase 32,0,1,0,comment
Feature 0,Testcase 33,0,1,0,comment
Feature 0,Testcase 34,0,1,0,comment
Feature 0,Testcase 35,1,0,0,comment
Feature 0,Testcase 36,0,0,1,comment
Feature 0,Testcase 37,0,0,1,comment
Feature 0,Testcase 38,0,1,0,comment
Feature 0,Testcase 39,1,0,0,comment
Feature 0,Testcase 40,1,0,0,comment
Feature 0,Testcase 41,1,0,0,comment
Feature 0,Testcase 42,1,0,0,comment
Feature 0,Testcase 43,1,0,0,comment
Feature 0,Testcase 44,1,0,0,comment
Feature 0,Testcase 45,0,1,0,comment
Feature 0,Testcase 46,1,0,0,comment
Feature 0,Testcase 47,0,0,1,comment
Feature 0,Testcase 48,1,0,0,comment
Feature 0,Testcase 49,0,0,1,comment
Feature 0,Testcase 50,0,0,1,comment
Feature 0,Testcase 51,1,0,0,comment
Feature 0,Testcase 52,0,0,1,comment
Feature 0,Testcase 53,1,0,0,comment
Feature 0,Testcase 54,1,0,0,comment
Feature 0,Testcase 55,0,0,1,comment
Feature 0,Testcase 56,0,0,1,comment
Feature 0,Testcase 57,0,1,0,comment
Feature 0,Testcase 58,1,0,0,comment
Feature 0,Testcase 59,1,0,0,comment
Feature 0,Testcase 60,1,0,0,comment
Feature 0,Testcase 61,1,0,0,comment
Feature 0,Testcase 62,1,0,0,comment
Feature 0,Testcase 63,0,0,1,comment
Feature 0,Testcase 64,0,1,0,comment
Feature 0,Testcase 65,0,1,0,comment
Feature 0,Testcase 66,1,0,0,comment
Feature 0,Testcase 67,1,0,0,comment
Feature 0,Testcase 68,1,0,0,comment
Feature 0,Testcase 69,1,0,0,comment
Feature 0,Testcase 70,1,0,0,comment
Feature 0,Testcase 71,0,1,0,comment
Feature 0,Testcase 72,0,0,1,comment
Feature 0,Testcase 73,0,0,1,comment
Feature 0,Testcase 74,0,1,0,comment
Feature 0,Testcase 75,0,0,1,comment
Feature 0,Testcase 76,0,0,1,comment
Feature 0,Testcase 77,0,0,1,comment
Feature 0,Testcase 78,0,0,1,comment
Feature 0,Testcase 79,1,0,0,comment
Feature 0,Testcase 80,1,0,0,comment
Feature 0,Testcase 81,0,1,0,comment
Feature 0,Testcase 82,0,1,0,comment
Feature 0,Testcase 83,0,1,0,comment
Feature 0,Testcase 84,0,0,1,comment
Feature 0,Testcase 85,1,0,0,comment
Feature 0,Testcase 86,0,0,1,comment
Feature 0,Testcase 87,1,0,0,comment
Feature 0,Testcase 88,0,0,1,comment
Feature 0,Testcase 89,0,0,1,comment
Feature 0,Testcase 90,1,0,0,comment
Feature 0,Testcase 91,0,1,0,comment
Feature 0,Testcase 92,0,0,1,comment
Feature 0,Testcase 93,0,0,1,comment
Feature 0,Testcase 94,1,0,0,comment
Feature 0,Testcase 95,1,0,0,comment
Feature 0,Testcase 96,1,0,0,comment
Feature 0,Testcase 97,1,0,0,comment
Feature 0,Testcase 98,0,0,1,comment
Feature 0,Testcase 99,1,0,0,comment
Feature 1,Testcase 0,0,1,0,comment
Feature 1,Testcase 1,0,0,1,comment
Feature 1,Testcase 2,1,0,0,comment
Feature 1,Testcase 3,0,1,0,comment
Feature 1,Testcase 4,0,1,0,comment
Feature 1,Testcase 5,0,0,1,comment
Feature 1,Testcase 6,0,0,1,comment
Feature 1,Testcase 7,1,0,0,comment
Feature 1,Testcase 8,0,1,0,comment
Feature 1,Testcase 9,0,0,1,comment
Feature 1,Testcase 10,0,0,1,comment
Feature 1,Testcase 11,1,0,0,comment
Feature 1,Testcase 12,1,0,0,comment
Feature 1,Testcase 13,1,0,0,comment
Feature 1,Testcase 14,0,0,1,comment
Feature 1,Testcase 15,1,0,0,comment
Feature 1,Testcase 16,1,0,0,comment
Feature 1,Testcase 17,1,0,0,comment
Feature 1,Testcase 18,0,0,1,comment
Feature 1,Testcase 19,1,0,0,comment
Feature 1,Testcase 20,0,0,1,comment
Feature 1,Testcase 21,0,0,1,comment
Feature 1,Testcase 22,0,1,0,comment
Feature 1,Testcase 23,0,1,0,comment
Feature 1,Testcase 24,1,0,0,comment
Feature 1,Testcase 25,1,0,0,comment
Feature 1,Testcase 26,0,0,1,comment
